Year,Geography,GeographyType,Indicator,Drug type,Value,ValueType
2016,Chester,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2016,Chester,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2016,Chester,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2016,Chester,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2016,Chester,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2016,Chester,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2016,Chester,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2016,Claiborne,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,1,Count
2016,Claiborne,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2016,Claiborne,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1,Count
2016,Claiborne,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2016,Claiborne,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,2,Count
2016,Claiborne,County,Drug Overdose Deaths Involving All Opioids, All Opioids,2,Count
2016,Claiborne,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2016,Claiborne,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2016,Claiborne,County,All Drug Overdose Deaths,All Drug Overdose Deaths,20,Count
2016,Claiborne,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2016,Claiborne,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2016,Claiborne,County,All Drug Overdose Deaths,All Drug Overdose Deaths,62,Rate
2016,Claiborne,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2016,Clay,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2016,Clay,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,3,Count
2016,Clay,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2016,Clay,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2016,Clay,County,Drug Overdose Deaths Involving Heroin, Heroin,1,Count
2016,Clay,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2016,Clay,County,Drug Overdose Deaths Involving All Opioids, All Opioids,6,Count
2016,Clay,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,2,Count
2016,Clay,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,3,Count
2016,Clay,County,All Drug Overdose Deaths,All Drug Overdose Deaths,6,Count
2016,Clay,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count
2016,Clay,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2016,Clay,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2016,Clay,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2016,Clay,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2016,Clay,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2016,Clay,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2016,Clay,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2016,Clay,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2016,Clay,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2016,Clay,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2016,Clay,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2016,Cocke,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2016,Cocke,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,1,Count
2016,Cocke,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2016,Cocke,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,2,Count
2016,Cocke,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2016,Cocke,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,3,Count
2016,Cocke,County,Drug Overdose Deaths Involving All Opioids, All Opioids,4,Count
2016,Cocke,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2016,Cocke,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,1,Count
2016,Cocke,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2016,Cocke,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2016,Cocke,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2016,Cocke,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2016,Cocke,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2016,Cocke,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2016,Cocke,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2016,Cocke,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2016,Cocke,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2016,Cocke,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2016,Cocke,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2016,Cocke,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2016,Cocke,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2016,Coffee,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2016,Coffee,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,7,Count
2016,Coffee,County,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2016,Coffee,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2016,Coffee,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2016,Coffee,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,11,Count
2016,Coffee,County,Drug Overdose Deaths Involving All Opioids, All Opioids,12,Count
2016,Coffee,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2016,Coffee,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,6,Count
2016,Coffee,County,All Drug Overdose Deaths,All Drug Overdose Deaths,17,Count
2016,Coffee,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2016,Coffee,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2016,Coffee,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2016,Coffee,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2016,Coffee,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2016,Coffee,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2016,Coffee,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,22,Rate
2016,Coffee,County,Drug Overdose Deaths Involving All Opioids, All Opioids,23,Rate
2016,Coffee,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2016,Coffee,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2016,Coffee,County,All Drug Overdose Deaths,All Drug Overdose Deaths,32,Rate
2016,Coffee,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2016,Crockett,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2016,Crockett,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2016,Crockett,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2016,Crockett,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2016,Crockett,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2016,Crockett,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Count
2016,Crockett,County,Drug Overdose Deaths Involving All Opioids, All Opioids,0,Count
2016,Crockett,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2016,Crockett,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2016,Crockett,County,All Drug Overdose Deaths,All Drug Overdose Deaths,0,Count
2016,Crockett,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2016,Crockett,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2016,Crockett,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2016,Crockett,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2016,Crockett,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2016,Crockett,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2016,Crockett,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Rate
2016,Crockett,County,Drug Overdose Deaths Involving All Opioids, All Opioids,0,Rate
2016,Crockett,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2016,Crockett,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2016,Crockett,County,All Drug Overdose Deaths,All Drug Overdose Deaths,0,Rate
2016,Crockett,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2016,Cumberland,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,1,Count
2016,Cumberland,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2016,Cumberland,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1,Count
2016,Cumberland,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2016,Cumberland,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2016,Cumberland,County,Drug Overdose Deaths Involving All Opioids, All Opioids,6,Count
2016,Cumberland,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2016,Cumberland,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,1,Count
2016,Cumberland,County,All Drug Overdose Deaths,All Drug Overdose Deaths,8,Count
2016,Cumberland,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2016,Cumberland,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2016,Cumberland,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2016,Cumberland,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2016,Davidson,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,87,Count
2016,Davidson,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,91,Count
2016,Davidson,County,Drug Overdose Deaths Involving Cocaine, Cocaine,80,Count
2016,Davidson,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,52,Count
2016,Davidson,County,Drug Overdose Deaths Involving Heroin, Heroin,70,Count
2016,Davidson,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,86,Count
2016,Davidson,County,Drug Overdose Deaths Involving All Opioids, All Opioids,178,Count
2016,Davidson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,55,Count
2016,Davidson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,81,Count
2016,Davidson,County,All Drug Overdose Deaths,All Drug Overdose Deaths,227,Count
2016,Davidson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),14,Count
2016,Davidson,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,12,Rate
2016,Davidson,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,13,Rate
2016,Davidson,County,Drug Overdose Deaths Involving Cocaine, Cocaine,11,Rate
2016,Davidson,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,7,Rate
2016,Davidson,County,Drug Overdose Deaths Involving Heroin, Heroin,10,Rate
2016,Davidson,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,12,Rate
2016,Davidson,County,Drug Overdose Deaths Involving All Opioids, All Opioids,25,Rate
2016,Davidson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,7,Rate
2016,Davidson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,11,Rate
2016,Davidson,County,All Drug Overdose Deaths,All Drug Overdose Deaths,32,Rate
2016,Davidson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Rate
2016,Decatur,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2016,Decatur,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,3,Count
2016,Decatur,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2016,Decatur,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2016,Decatur,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2016,Decatur,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,3,Count
2016,Decatur,County,Drug Overdose Deaths Involving All Opioids, All Opioids,3,Count
2016,Decatur,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
